,year,kind,genre,country,language,rating,vote
4272,81,1,0,9,16,6,755563
4273,72,1,0,10,16,5,5050
4274,85,7,14,9,16,8,52
4276,74,2,2,6,33,6,76
4277,78,1,1,10,16,7,58
4278,87,3,7,1,16,7,5349
4279,87,7,21,9,16,8,146
4280,64,2,7,8,16,7,167
4281,84,7,9,0,16,4,3637
4282,85,7,2,9,16,7,73386
4283,86,1,6,9,16,7,530
4284,85,1,7,1,20,6,1777
4285,80,1,13,9,16,4,3701
4287,77,6,8,9,16,7,22
4288,87,7,2,9,16,7,367
4289,74,4,2,6,33,7,2015
4290,70,0,1,8,16,8,510
4291,79,4,0,9,41,8,136749
4292,75,7,6,9,16,6,29
4293,78,3,6,9,16,4,10
4294,46,1,7,8,16,6,1119
4295,86,7,6,9,16,8,26
4296,86,7,5,9,16,2,6338
4297,82,3,7,9,16,7,1018
4298,81,1,0,9,16,3,1151
4299,84,1,6,9,16,6,64
4300,84,1,6,9,16,7,2581
4301,83,7,2,9,16,7,343
4302,85,1,6,9,16,7,154
4303,78,1,0,3,7,6,20309
4304,79,2,5,9,16,7,2743
4305,81,1,4,0,16,6,8233
4307,87,7,2,9,16,6,4019
4308,79,3,1,9,16,5,1429
4309,86,7,6,8,16,8,562
4310,84,1,4,0,16,4,603
4311,86,7,8,9,16,5,13
4312,83,1,6,1,16,8,4213
4313,81,1,6,9,16,7,1438
4314,86,1,6,9,16,8,32
4315,81,4,2,6,33,7,1992
4316,64,0,1,9,16,7,227
4317,87,3,7,8,16,7,8391
4318,66,1,4,9,16,5,2439
4319,86,4,11,9,16,7,1985
4321,75,1,2,6,33,7,35907
4322,86,1,1,1,16,7,14925
4323,66,1,4,4,26,7,2789
4324,81,1,7,10,10,7,527
4325,87,7,14,9,16,8,193
4326,71,3,7,9,16,6,320
4327,68,1,6,8,16,9,2556
4328,86,1,6,9,16,7,32
4329,87,1,0,9,16,6,97031
4330,9,1,7,2,41,8,166632
4331,82,7,2,9,16,7,631
4332,82,3,7,9,16,7,1232
4333,77,1,7,8,0,7,1849
4334,79,1,4,9,16,7,3356
4335,77,1,21,9,16,7,43
4336,86,1,6,9,16,8,5222
4337,82,3,7,8,16,6,224
4338,77,1,4,9,16,6,30476
4339,84,1,6,9,16,6,646
4340,80,0,5,8,16,7,136
4341,81,1,7,10,54,5,7270
4342,74,1,7,9,16,6,3832
4343,50,1,7,8,16,7,36491
4344,83,1,6,7,41,6,20
4345,64,3,6,8,16,7,44
4346,40,1,7,9,16,6,1963
4347,75,1,6,9,16,6,186
4348,85,5,21,9,16,9,58
4349,81,4,2,7,41,7,72
4350,82,6,0,9,41,6,6
4351,85,1,4,10,25,7,759
4352,60,1,7,1,20,7,1311
4353,86,2,6,8,16,8,1132
4354,85,2,5,8,16,8,2784
4355,78,4,2,9,16,8,14776
4356,84,7,13,9,16,3,551
4357,86,7,6,9,16,5,221
4358,86,0,6,7,16,7,40
4359,83,1,4,10,13,6,1625
4360,75,4,7,9,16,6,10920
4361,82,4,2,9,16,7,12256
4362,81,1,4,9,16,3,1714
4363,80,1,4,6,33,6,1379
4365,68,1,4,9,16,6,71368
4366,62,1,0,3,7,7,7014
4367,81,3,3,1,20,6,612
4368,47,1,26,9,16,7,16691
4369,85,7,8,10,16,5,27
4370,46,1,1,8,3,6,2621
4371,85,1,7,4,26,7,2181
4372,63,7,4,9,16,7,356
4373,75,4,5,9,16,8,12130
4374,87,3,7,9,16,6,395
4375,85,1,6,9,16,7,631
4376,86,1,6,2,16,7,4587
4377,59,3,3,9,16,6,567
4378,77,4,0,9,16,6,28719
4379,68,7,2,9,16,7,38
4380,54,4,4,8,16,8,7604
4381,87,3,2,9,16,7,4252
4382,83,1,4,1,20,6,2401
4383,81,7,6,0,41,6,10
4384,65,1,4,8,16,7,13439
4385,86,7,6,9,16,6,76
4386,73,1,4,9,16,6,72160
4387,65,1,3,0,16,6,702
4388,83,4,2,6,33,7,91
4389,78,1,0,4,57,8,11717
4390,61,4,0,8,16,8,863
4391,87,1,0,10,16,3,233
4392,41,4,7,9,16,7,1435
4393,73,2,7,10,16,8,628
4394,85,1,7,1,20,5,972
4395,67,1,7,8,16,6,1575
4396,83,1,7,9,16,6,4213
4397,80,7,6,9,16,6,71
4398,82,3,3,9,16,6,2474
4399,83,1,0,9,16,3,1696
4400,85,1,4,0,16,6,6523
4401,79,1,14,9,16,8,504
4402,83,1,9,3,7,5,389
4403,26,1,16,9,16,6,1348
4404,84,7,0,0,16,4,350
4405,86,7,6,10,16,6,33
4406,85,3,6,8,16,7,254
4407,61,3,2,9,16,6,2177
4408,77,1,3,8,16,6,5335
4409,86,7,2,6,33,5,154
4410,56,1,13,8,16,6,3503
4411,73,1,4,3,7,6,2196
4412,75,3,4,9,16,3,2976
4413,61,1,6,8,16,8,3678
4414,75,4,2,6,33,6,526
4415,39,1,7,4,26,8,6031
4416,77,7,6,9,16,7,38
4417,81,0,1,7,41,8,16
4418,83,1,7,9,16,7,10940
4419,86,1,0,3,7,7,132600
4420,67,1,0,10,16,6,131168
4421,71,1,7,3,7,7,1388
4422,37,1,4,9,16,7,36906
4423,75,1,0,3,7,6,1172
4424,84,1,5,8,16,6,3091
4425,87,0,6,7,41,7,15
4426,86,4,2,6,33,7,3974
4427,80,1,7,8,16,6,2982
4428,79,1,4,9,16,5,5713
4429,83,1,24,9,20,3,120
4430,84,4,4,9,16,7,1660
4431,86,7,0,9,16,5,36
4432,84,7,2,9,16,5,629
4433,82,1,4,10,54,7,11591
4434,60,1,21,9,16,6,17
4435,79,0,8,0,16,8,645
4436,86,1,0,3,39,4,359
4437,76,1,0,3,7,5,153
4438,32,1,5,6,33,8,159899
4439,30,1,7,5,32,8,155521
4440,82,1,0,8,16,4,19980
4441,87,7,2,9,16,6,2001
4442,82,7,2,9,41,7,561
4443,61,0,1,8,16,6,350
4444,82,1,7,10,3,7,2689
4445,70,1,4,8,16,6,4167
4446,82,0,5,8,16,7,773
4447,87,7,4,0,16,5,58
4448,75,0,5,8,16,6,1174
4449,83,2,6,8,16,7,144
4450,85,7,6,9,16,7,501
4451,57,1,13,0,16,6,19931
4452,80,3,7,9,16,5,2322
4453,16,1,4,1,20,7,15221
4454,80,1,0,0,16,2,491
4455,78,7,0,9,16,5,2868
4456,52,1,4,10,16,6,640
4457,85,7,14,9,16,8,87
4458,41,4,7,9,41,9,75772
4459,87,1,0,9,16,3,35417
4460,42,1,4,8,16,5,1769
4461,56,4,7,7,41,7,20777
4462,66,1,6,9,16,7,1047
4463,83,7,6,9,16,9,538
4464,32,1,7,5,32,7,3163
4465,53,4,7,8,16,8,2895
4466,60,1,0,10,39,5,89
4467,81,7,21,9,16,7,394
4468,79,3,0,9,16,6,1801
4469,50,3,6,8,16,7,213
4470,86,7,0,9,16,4,1451
4471,66,1,2,10,48,7,730
4472,72,1,6,0,16,6,93
4473,78,7,2,9,16,7,239
4474,86,2,0,8,16,6,789
4475,78,1,7,1,20,7,4379
4477,68,1,0,10,16,6,98685
4478,81,7,4,9,16,7,2456
4479,77,7,7,9,16,4,497
4480,81,7,6,9,16,7,459
4481,11,1,1,2,41,7,3305
4482,41,4,7,9,41,9,75772
4483,84,1,6,9,16,7,267
4484,85,7,13,9,16,4,3592
4485,54,1,4,9,16,6,39093
4486,53,4,7,8,16,8,2895
4487,78,1,7,10,48,7,4392
4488,84,3,3,8,16,7,619
4489,86,1,6,8,16,7,78
4490,84,7,0,9,16,6,225
4491,48,1,1,8,23,5,8191
4492,84,1,6,9,16,7,577
4493,85,0,5,8,16,8,715
4494,87,7,5,9,16,4,4812
4495,72,7,6,9,16,7,138
4496,79,3,3,9,16,7,1272
4497,82,1,15,10,20,7,2823
4498,52,1,0,8,16,5,1117
4499,86,7,2,9,16,6,50
4500,84,1,0,4,26,6,1270
4501,81,3,7,9,16,5,1283
4502,62,3,4,9,16,6,679
4504,79,7,5,6,33,4,71
4505,75,3,3,9,16,6,1339
4506,86,3,6,9,16,9,84
4507,81,1,6,9,16,7,437
4508,45,1,7,1,20,7,3418
4509,80,1,7,5,16,6,4880
4510,87,0,6,8,16,8,11608
4511,75,3,7,9,16,7,556
4513,81,7,6,0,16,6,8
4514,85,0,5,8,16,7,264
4515,83,1,7,0,16,4,771
4516,85,7,6,9,16,8,430
4517,80,1,4,9,16,6,4996
4518,81,0,1,9,16,5,405
4519,79,4,2,9,16,8,8294
4520,85,1,7,1,21,7,2578
4521,48,1,0,8,16,6,7117
4522,47,1,7,4,26,8,7802
4523,81,3,1,9,16,4,365
4524,81,1,4,0,16,4,799
4525,84,4,2,9,16,6,19341
4526,54,1,4,8,16,4,721
4527,7,1,4,9,16,6,535
4528,82,7,4,9,16,4,10783
4529,70,1,13,9,16,5,34752
4530,83,1,6,4,16,7,445
4531,19,1,7,8,16,7,1721
4532,81,3,0,10,16,6,3989
4533,79,3,14,8,41,8,595
4534,83,4,2,9,16,6,42
4535,81,1,0,4,26,5,629
4536,77,1,0,0,16,3,1308
4537,85,7,14,10,16,6,478
4538,86,2,0,0,16,6,2610
4539,75,3,7,9,16,7,9890
4540,85,1,7,4,26,8,2707
4541,79,1,4,4,57,6,1140
4542,83,0,6,9,16,8,493
4543,83,0,4,9,16,4,12
4544,83,1,7,1,20,6,1145
4545,81,1,4,5,32,6,1599
4546,83,1,7,8,16,5,536
4547,86,1,7,9,16,4,3342
4548,81,1,0,3,7,5,1941
4549,85,1,6,9,16,7,160
4550,70,3,2,10,16,7,135
4552,69,1,4,8,32,5,2748
4553,21,1,16,9,16,6,534
4554,85,1,0,3,7,5,836
4555,79,2,2,0,16,6,359
4556,83,1,4,10,16,3,898
4557,80,1,22,9,16,7,28
4558,83,1,6,9,16,6,978
4559,67,0,1,8,16,7,432
4560,79,4,2,0,16,7,451
4561,85,3,7,9,16,7,6143
4562,82,7,0,9,16,6,71
4563,86,1,4,4,26,6,6244
4564,76,1,6,0,16,6,345
4565,80,1,4,9,16,6,63853
4566,52,1,4,1,20,7,9006
4567,84,3,7,9,16,4,2083
4568,80,1,4,9,16,6,16032
4569,84,1,16,3,7,4,202
4570,84,7,13,9,16,5,11825
4571,81,1,4,9,16,4,463
4572,75,1,0,9,16,6,47292
4573,82,7,6,9,16,8,50
4574,86,1,7,5,32,7,2358
4575,41,4,7,9,41,9,75772
4576,86,1,6,9,16,7,6165
4577,79,1,4,8,37,6,1055
4578,54,1,13,8,16,6,6061
4579,76,2,6,9,16,9,4028
4580,80,2,20,8,16,6,608
4581,85,1,4,9,16,7,288994
4582,81,1,2,6,16,7,1447
4583,84,6,0,9,16,7,1348
4584,85,1,24,10,16,6,7392
4585,86,4,2,6,33,6,73
4586,57,1,13,1,20,6,1513
4587,82,1,7,1,16,5,1717
4588,72,1,0,9,16,5,1198
4589,75,3,6,9,16,7,40
4590,86,0,4,7,41,7,161
4591,60,0,1,8,16,7,408
4592,85,3,0,9,54,4,642
4593,54,1,4,1,20,7,40899
4594,84,1,0,10,54,6,4395
4595,83,7,2,9,16,5,2059
4596,56,4,7,7,41,7,20777
4597,85,7,4,9,16,4,3206
4598,83,4,4,8,16,7,478
4599,45,1,7,1,20,7,30491
4600,72,1,0,6,16,5,2894
4601,85,7,6,9,16,8,75
4602,83,1,7,9,16,2,198
4603,61,1,7,8,16,7,16044
4604,85,4,2,6,33,7,157
4605,83,1,6,9,16,7,822
4606,54,1,0,3,39,7,28719
4607,82,3,2,9,16,8,3868
4608,58,4,7,9,16,8,1238
4609,38,1,7,1,20,8,20599
4610,81,1,0,6,33,6,8142
4612,64,2,7,9,16,7,1586
4613,52,1,7,9,16,5,2457
4615,83,1,4,9,16,6,183
4616,85,0,6,7,41,6,7
4617,74,1,7,10,13,7,4421
4618,35,1,7,6,33,8,57496
4619,70,1,2,6,33,8,173898
4620,69,4,0,9,16,8,108100
4621,75,0,4,9,16,9,1359
4622,79,7,4,6,33,6,1795
4623,61,1,7,10,22,7,9402
4624,54,1,7,6,33,7,923
4625,82,1,0,10,11,7,21009
4626,41,4,7,9,41,9,75772
4627,86,4,2,9,16,5,40
4628,41,4,7,9,41,9,75772
4629,63,1,5,9,16,6,9601
4631,86,2,6,9,16,8,363
4632,83,4,2,6,33,7,91
4633,37,1,4,10,55,7,13104
4634,67,1,0,3,7,6,3789
4635,86,7,13,9,16,2,1793
4636,80,1,0,3,7,5,93
4637,47,1,15,10,48,7,23
4638,55,1,0,6,33,7,1150
4639,82,7,0,0,16,3,291
4640,84,7,14,9,16,8,159
4641,86,7,0,9,16,2,316
4642,85,4,4,0,16,7,98
4643,85,0,2,9,16,7,671
4644,84,7,0,9,16,2,1177
4645,67,1,0,6,33,8,119286
4646,69,1,3,8,16,7,98515
4647,86,7,14,10,16,8,94
4648,82,7,6,8,16,7,440
4649,56,1,0,6,33,7,3691
4650,85,7,2,0,16,6,68
4651,83,7,6,9,16,8,1168
4652,74,0,4,8,16,8,118
4653,75,2,3,8,16,7,409
4654,80,1,4,9,16,3,129
4655,68,4,2,9,16,7,1228
4656,55,1,7,4,26,7,2723
4658,78,7,0,9,16,4,3783
4659,86,1,0,9,16,5,165988
4660,78,4,6,10,16,7,2767
4661,84,4,2,6,16,7,1645
4662,79,1,4,9,16,5,71
4663,75,2,7,9,16,7,2440
4664,76,3,2,6,33,4,162
4665,86,1,2,9,16,7,84756
4666,65,1,7,10,13,7,7488
4667,56,1,0,4,26,6,774
4669,73,7,14,9,16,7,27
4670,82,1,24,0,16,5,921
4671,85,0,2,7,41,4,15
4672,34,4,4,9,16,7,1269
4673,76,1,4,9,16,6,4749
4674,81,1,7,1,20,5,4743
4675,86,7,2,9,16,6,30
4676,82,4,6,8,16,8,821
4677,56,1,4,1,20,6,839
4678,58,1,13,5,32,7,5029
4679,86,4,2,6,33,7,7392
4680,82,1,6,10,59,6,1354
4681,82,7,8,9,16,6,20
4682,78,7,21,9,16,7,22
4684,54,1,4,9,16,4,2496
4685,84,7,21,9,16,7,48
4686,67,1,4,9,16,7,57501
4687,67,1,6,1,22,8,9034
4688,83,2,6,8,16,7,28
4689,86,3,6,9,16,5,240
4690,86,2,7,8,16,6,1614
4691,80,3,14,9,16,7,279
4692,82,1,5,10,54,6,271
4693,85,7,8,9,16,7,61
4694,83,3,6,9,16,7,1394
4695,48,4,0,9,16,8,77231
4696,85,1,4,8,16,5,4113
4697,79,0,6,9,16,7,318
4698,70,2,6,8,16,8,570
4700,78,0,6,9,16,9,752
4701,84,3,0,0,16,4,437
4702,74,1,6,9,16,8,130
4703,83,7,21,7,16,7,7
4704,55,1,2,1,20,7,28081
4705,84,4,6,0,16,7,133
4706,81,1,13,6,33,5,691
4707,81,3,5,9,16,6,1435
4708,78,7,6,9,16,7,149
4709,86,1,4,9,16,5,5901
4710,72,1,4,4,26,6,5138
4711,86,1,4,9,16,7,1200
4712,39,1,7,5,32,8,45910
4713,86,7,1,9,16,3,118
4714,75,0,4,9,16,7,632
4715,78,3,0,9,16,4,1068
4716,79,4,6,8,16,7,210
4717,71,2,7,9,16,7,1156
4718,67,1,0,8,16,6,9843
4719,64,1,0,9,16,6,15418
4720,82,7,14,9,16,8,1519
4721,81,1,14,8,16,7,170
4722,74,2,2,6,33,7,188
4723,68,4,4,8,16,8,44602
4724,72,1,4,8,16,6,7986
4725,71,1,2,6,33,6,6732
4726,81,1,2,6,33,7,13175
4727,79,1,7,3,39,6,1014
4728,79,4,2,6,33,6,154
4729,79,7,2,9,16,6,4352
4730,73,1,1,4,26,7,4197
4732,68,1,6,9,16,8,1720
4733,87,7,2,9,16,6,3465
4734,83,1,0,8,16,5,508
4735,72,1,1,9,16,6,11808
4736,68,1,2,6,33,8,157296
4737,79,1,7,10,16,5,629
4738,73,4,4,9,16,7,8535
4739,76,7,22,9,16,6,73
4740,77,1,6,1,20,6,3119
4741,83,3,6,9,16,7,794
4742,82,7,0,9,16,4,4652
4743,79,4,0,9,41,8,136749
4744,72,4,2,6,33,7,1679
4745,28,1,7,2,22,7,2245
4746,82,1,7,9,16,5,3328
4747,85,1,6,9,16,7,908
4748,60,1,7,10,22,7,3985
4749,85,1,0,3,7,7,17497
4750,86,7,13,9,16,3,257
4751,81,1,7,10,54,6,1126
4752,87,1,7,8,16,3,1784
4753,83,7,17,9,16,8,21
4754,81,1,5,9,16,5,408
4755,46,1,7,10,21,8,4093
4756,86,1,7,10,39,6,154
4757,85,7,0,9,16,4,497
4758,68,1,4,8,16,6,11940
4759,86,1,6,9,16,7,128082
4760,69,2,2,6,33,7,1379
4761,84,1,0,6,33,7,2042
4762,80,3,7,9,16,6,286
4764,85,1,0,10,59,7,72838
4765,74,7,0,9,16,5,475
4766,70,2,4,9,16,7,844
4767,85,4,4,9,41,5,40
4768,52,1,6,9,16,8,527
4770,66,0,1,8,16,8,519
4771,84,3,4,9,16,5,408
4772,75,3,2,6,33,7,5203
4774,85,1,0,4,57,8,5763
4775,83,0,6,9,16,7,39
4776,81,7,14,9,16,8,76
4777,75,1,2,8,33,7,3856
4778,82,1,6,9,16,7,1965
4779,80,4,2,0,16,8,734
4780,78,2,5,8,16,7,2572
4781,69,1,6,9,16,8,212
4782,85,3,7,9,16,5,275
4783,73,2,2,6,33,6,261
4784,75,1,0,3,7,6,3236
4785,85,7,14,9,16,8,61
4786,54,1,6,9,16,6,275
4787,81,1,6,9,16,6,197
4788,75,3,2,6,33,7,5203
4789,82,3,7,2,22,5,234
4790,41,4,7,9,41,9,75784
4791,76,7,2,9,16,5,8684
4792,81,1,6,10,16,7,5902
4793,69,1,4,9,16,5,2728
4794,76,4,2,7,41,7,933
4795,60,1,0,3,7,7,11292
4796,85,1,7,4,26,6,15028
4797,85,0,6,7,41,7,9
4799,79,1,7,5,20,6,1696
4800,59,3,6,8,16,8,2631
4801,58,1,0,3,39,5,1536
4802,71,0,6,9,16,6,114
4803,69,1,0,10,16,5,788
4804,82,1,7,0,16,5,1723
4805,81,7,6,0,16,6,8
4806,73,4,5,8,16,8,5379
4807,76,4,17,8,16,6,9
4808,78,1,1,8,16,6,3184
4810,78,7,2,9,16,5,4952
4811,68,0,1,9,16,6,344
4812,87,0,6,7,41,7,10
4814,86,1,7,1,20,7,72246
4815,69,1,5,5,32,7,16161
4816,83,1,4,6,33,6,661
4817,73,7,14,9,16,8,94
4818,81,1,6,2,22,7,10953
4819,81,7,2,6,33,4,105
4820,79,2,2,6,33,5,626
4821,76,3,6,9,16,8,74
4822,85,7,14,9,16,6,81
4823,80,4,2,6,33,8,2746
4824,77,0,1,7,41,8,20
4825,84,7,21,9,16,7,55
4826,81,4,5,9,16,8,90066
4827,46,1,3,5,32,7,11462
4828,87,3,3,9,16,6,572
4829,73,4,2,6,33,7,971
4830,45,7,21,8,16,7,42
4832,74,0,6,7,41,7,13
4833,72,1,3,10,55,6,969
4834,72,1,1,8,16,6,12309
4835,84,1,4,1,20,7,31463
4836,79,1,0,10,35,6,611
4837,85,1,13,8,16,5,3877
4838,77,1,5,6,33,6,2217
4839,77,4,0,9,16,6,28719
4840,81,7,22,9,16,7,27
4841,60,1,4,10,16,7,1854
4843,87,7,14,10,16,8,757
4844,64,1,6,9,54,7,6903
4845,82,1,6,9,16,7,415
4846,84,1,7,1,20,6,794
4847,78,0,5,8,16,8,182
4848,76,7,2,9,41,7,247
4849,82,1,7,0,16,5,821
4850,79,1,4,8,16,6,7534
4851,69,1,0,3,7,6,796
4853,44,1,0,1,20,6,2462
4854,83,1,4,1,20,6,3615
4855,80,3,6,9,16,8,40
4857,75,1,4,10,54,6,3409
4858,79,1,6,9,16,8,669
4860,82,7,8,9,16,5,31
4861,79,1,2,6,33,8,65491
4862,86,7,6,9,16,7,83
4864,85,4,2,6,33,7,73
4865,85,0,6,9,16,8,237
4866,84,7,6,8,16,8,446
4867,85,1,4,0,20,7,28835
4868,36,1,6,9,16,5,127
4869,85,7,14,10,16,9,1074
4870,82,1,4,9,16,4,214
4871,87,1,5,0,16,6,17459
4872,4,1,6,9,16,7,11559
4873,85,7,0,9,16,3,56
4874,68,1,0,3,16,5,1917
4875,31,1,0,9,16,6,3695
4876,83,4,2,6,16,6,84
4877,84,1,6,9,16,7,2000
4878,65,1,0,3,39,5,1622
4879,81,1,14,9,16,7,143
4881,54,1,4,9,16,6,1968
4882,79,1,8,0,41,7,297
4883,82,3,7,1,20,7,5684
4884,55,0,1,8,16,8,551
4885,86,1,4,0,16,5,382
4886,86,7,4,9,16,3,406
4887,86,7,22,9,16,8,8
4888,67,1,0,3,7,7,3772
4889,87,7,13,9,16,4,8251
4890,80,1,13,6,33,6,71
4892,32,1,3,5,32,7,3474
4893,86,7,6,9,16,8,299
4894,83,1,4,0,16,7,339
4895,86,1,6,9,16,7,215
4896,82,3,5,9,16,7,1847
4897,87,7,6,9,16,6,91
4898,85,4,2,6,16,7,2539
4899,83,1,4,9,16,3,300
4900,81,1,13,10,35,6,2247
4901,83,1,1,0,16,4,1689
4902,77,7,6,9,16,6,9
4903,78,1,4,9,16,5,404
4904,60,1,6,9,16,8,1326
4905,86,7,6,9,16,8,829
4906,37,1,6,9,16,5,283
4907,83,0,1,9,16,5,4434
4908,85,7,14,9,16,8,1832
4909,77,1,5,8,16,7,3562
4910,57,1,3,1,20,7,7850
4911,86,7,2,9,16,6,11188
4912,55,1,4,1,20,8,21627
4913,84,7,17,9,16,5,24
4914,79,1,4,8,16,6,1237
4915,83,3,4,1,20,6,62
4916,70,4,6,9,16,8,1768
4917,72,1,7,10,13,6,323
4918,60,1,0,9,16,6,2757
4919,66,1,1,10,39,5,507
4920,57,0,1,8,16,8,704
4921,82,1,5,9,16,5,1408
4922,81,1,7,6,33,7,76637
4923,79,1,6,2,16,8,6069
4924,78,1,5,6,33,5,82
4925,85,1,6,9,16,6,248
4926,29,1,4,9,16,6,2514
4927,78,7,2,9,16,5,42
4928,50,0,1,8,16,8,496
4929,80,1,5,10,23,6,1372
4930,84,0,1,9,16,2,33695
4931,84,7,4,0,16,7,58
4932,83,2,2,6,33,7,445
4933,87,7,6,9,16,5,323
4934,85,1,1,6,33,7,1727
4935,83,3,7,9,16,7,974
4936,86,1,0,8,16,7,172807
4937,84,7,14,9,16,8,89
4938,62,1,5,8,16,7,20581
4939,77,4,2,7,41,6,144
4940,86,7,4,9,16,6,43
4941,38,1,7,9,16,6,1498
4942,76,2,7,10,16,7,120
4943,54,1,7,10,22,7,4576
4944,86,7,2,9,16,6,47
4945,82,4,7,8,16,7,1232
4947,76,1,7,8,16,6,3297
4948,86,7,14,9,16,8,175
4949,79,7,2,9,16,7,8
4950,10,1,7,2,41,6,269
4951,83,3,6,8,16,7,296
4952,85,1,4,4,26,6,363
4953,86,1,6,9,16,6,1774
4954,83,4,4,9,16,6,18249
4955,85,1,6,9,16,5,301
4956,48,1,0,8,16,5,2730
4957,82,7,2,9,16,6,11221
4958,67,1,2,10,54,7,1322
4959,79,1,3,1,20,6,2085
4960,79,1,1,9,16,4,1071
4961,84,1,4,1,20,6,4846
4963,72,6,1,9,16,6,161
4964,41,4,7,9,41,9,75784
4965,82,7,15,9,16,4,107
4966,78,7,2,9,16,6,34247
4967,80,7,17,9,16,4,45
4968,80,2,3,9,32,8,4312
4969,71,1,13,8,16,5,1433
4970,78,1,6,8,16,6,807
4971,78,1,4,9,16,5,53
4972,53,1,6,9,16,7,235
4973,84,7,21,9,16,6,1080
4974,86,1,2,6,33,7,17871
4975,80,7,2,9,16,7,13501
4977,85,7,6,9,16,7,12
4978,84,1,4,8,16,3,16416
4979,82,7,6,9,16,8,42
4980,72,7,2,6,33,6,1224
4981,87,1,0,9,16,6,200
4982,76,1,4,8,16,6,338
4983,67,1,4,10,16,5,3006
4984,82,7,13,9,16,4,517
4985,76,3,6,9,16,8,199
4986,86,1,0,10,16,4,2261
4987,84,4,4,9,16,6,756
4988,82,1,24,9,16,4,186
4989,74,1,0,3,7,7,4265
4990,81,4,0,0,16,6,1268
4991,85,3,6,9,16,6,15
4992,5,1,4,9,41,7,4275
4993,77,1,6,1,16,7,6753
4994,52,1,3,1,20,7,8021
4995,78,1,0,4,57,8,11717
4996,71,2,7,8,16,8,378
4997,87,7,22,9,16,8,28
4998,68,1,0,3,7,5,289
4999,83,1,4,3,7,5,159
5000,74,1,3,1,16,6,20228
5001,85,1,5,10,35,8,158249
5002,86,1,3,8,16,8,343370
5003,84,0,6,9,16,7,139
5004,73,1,4,10,54,6,354
5005,78,1,4,1,20,7,7357
5006,75,1,7,3,7,7,2765
5007,43,1,7,10,55,8,24120
5008,63,1,7,9,16,6,5838
5009,78,4,2,7,41,7,454
5010,83,1,4,6,33,5,1577
5011,81,7,9,9,16,3,2113
5012,44,1,4,5,32,7,4252
5013,84,1,7,10,54,6,13501
5014,84,3,4,9,16,3,920
5015,55,1,0,4,26,7,1962
5016,82,1,6,9,16,7,717
5017,80,1,6,9,16,8,14
5018,84,0,5,8,16,6,397
5019,81,1,4,9,16,6,42696
5020,76,4,4,9,16,8,19848
5021,82,1,6,9,16,7,215
5022,76,1,7,9,16,9,2462087
5023,69,1,6,9,16,8,30
5024,63,1,4,9,16,2,812
5025,81,2,7,9,16,7,2484
5026,74,1,2,10,16,6,28820
5027,87,4,6,9,16,8,285
5028,87,1,15,9,16,4,1432
5029,84,1,6,2,16,7,2276
5030,81,4,2,7,41,6,2213
5031,73,3,6,8,16,8,2476
5032,66,1,13,9,16,6,48302
5033,87,7,21,7,41,9,47
5034,73,7,6,9,16,8,760
5035,68,1,5,10,16,7,105124
5036,83,1,7,10,16,6,2040
5037,86,1,6,9,16,7,161
5038,80,0,6,7,41,6,89
5039,75,1,7,10,16,5,1091
5040,82,7,0,9,16,1,1269
5041,62,1,0,8,16,6,4924
5042,86,1,6,9,16,7,516
5044,68,1,2,6,33,7,1224
5045,73,1,4,9,16,6,1852
5046,80,1,2,6,33,7,191
5047,86,7,6,9,16,6,61
5048,80,3,7,9,16,5,91
5049,82,7,6,9,16,7,21
5050,81,1,3,10,54,6,2111
5051,71,1,0,4,26,7,3261
5052,21,1,15,8,16,6,721
5053,70,4,2,9,16,7,10700
5054,85,7,2,9,16,6,12096
5055,69,1,0,9,16,4,1802
5056,84,1,4,9,16,4,309
5058,72,1,6,9,16,8,116
5059,67,1,0,3,7,7,3772
5060,73,7,17,9,16,7,26
5061,79,1,7,0,16,5,76
5062,83,1,7,10,11,6,959
5063,83,1,4,9,16,5,818
5064,80,7,21,10,16,7,9
5065,85,1,4,2,22,7,3664
5066,85,3,6,9,16,7,170
5067,58,1,0,9,16,5,819
5068,68,0,5,7,41,8,31
5069,37,1,7,4,5,8,28376
5070,32,1,9,1,20,8,11661
5071,83,1,0,9,16,3,483
5073,86,7,2,9,16,6,21
5074,86,7,6,9,16,7,36
5075,86,1,6,9,16,5,105
5076,77,1,7,10,48,6,705
5077,80,1,4,6,33,7,1517
5078,87,7,6,9,16,7,29
5079,85,3,7,0,16,4,387
5080,68,3,0,0,16,7,1194
5081,83,3,24,9,16,4,505
5082,84,1,7,0,16,6,1361
5083,81,7,2,6,33,5,2580
5084,80,7,21,10,16,7,44
5085,72,3,7,9,16,7,454
5086,79,1,5,6,33,7,29196
5087,87,1,5,4,26,5,1995
5088,80,7,2,9,16,3,1774
5089,77,1,0,3,7,8,6861
5090,78,7,6,9,16,8,15
5091,87,1,5,8,16,3,986
5092,64,1,13,8,16,5,6539
5093,76,2,7,8,16,7,2393
5094,85,0,2,9,16,6,61
5095,76,7,6,9,16,8,128
5096,69,1,0,3,7,6,544
5097,34,4,6,9,16,8,602
5098,69,1,4,9,16,6,50712
5099,86,3,7,10,16,7,1639
5100,67,1,2,9,16,7,2807
5101,61,1,7,10,22,7,34232
5102,87,1,7,4,26,4,2460
5104,87,1,6,9,16,7,976
5105,80,1,7,4,26,7,7696
5106,65,1,4,8,16,4,869
