,year,kind,genre,country,language,rating,vote
882,83,1,4,3,7,6,539
883,67,4,2,0,41,6,1815
884,86,1,7,8,16,6,15041
885,73,4,2,8,16,8,336
886,84,1,14,9,16,7,89
887,85,7,6,9,16,8,110
888,69,4,0,9,16,8,108093
890,85,1,0,6,33,7,48512
891,63,1,13,8,16,5,19451
892,85,4,2,6,33,7,234
893,83,7,6,9,16,5,30
894,71,3,13,9,16,6,508
895,76,1,0,4,26,8,51694
896,79,4,0,9,41,8,136744
897,87,7,2,9,16,7,52
898,74,7,6,9,16,8,1276
899,86,2,6,9,16,8,489
900,83,1,7,10,28,5,318
901,86,7,6,9,16,8,16
902,79,1,6,0,16,7,468
903,72,7,2,6,33,5,219
904,80,1,0,3,7,5,333
905,80,3,0,9,16,6,4604
906,63,1,13,5,32,6,13640
907,84,7,1,10,16,8,74
908,80,1,7,10,16,7,1729
909,69,1,7,0,16,6,1328
910,83,7,4,9,16,5,4666
911,82,1,7,3,7,6,198
912,82,7,6,9,16,7,74
913,83,4,2,6,16,6,284
914,69,7,14,9,16,7,294
915,82,3,3,9,16,5,3432
916,83,4,2,6,33,6,88
917,74,4,4,9,16,8,9164
918,77,7,6,8,16,8,207
919,86,4,7,0,16,7,25101
920,41,4,7,9,41,9,75772
921,55,4,14,7,41,2,160
922,33,1,7,8,16,7,3764
923,66,1,4,1,20,7,4337
924,86,1,14,9,16,6,17
925,36,1,13,8,16,5,1390
926,84,4,2,6,33,7,1117
927,80,1,5,8,16,6,5865
928,41,4,7,9,41,9,75772
929,77,3,3,9,16,7,18878
930,84,1,4,1,20,5,2836
931,85,0,6,9,16,7,36
932,83,1,4,1,20,6,1703
933,78,7,2,9,16,7,808
934,86,3,6,9,16,8,231
935,86,7,6,9,41,8,110
936,85,1,0,10,16,8,1708569
937,68,1,7,8,16,5,3318
938,85,3,6,9,16,6,231
939,86,7,6,9,16,7,167
940,65,2,6,9,16,8,307
941,85,0,6,9,16,7,49
942,86,1,4,8,16,7,14741
943,80,4,4,9,16,8,2306
944,59,1,1,9,16,5,11315
945,85,7,13,9,16,5,599
946,77,1,2,6,33,7,16879
947,82,7,2,9,41,7,620
948,62,1,0,4,26,7,845
949,81,1,5,8,16,6,9832
950,69,1,0,3,39,7,9828
951,70,1,7,8,16,6,376
953,84,7,6,9,16,7,309
954,84,1,7,10,54,6,3501
955,81,1,2,10,41,4,340
956,83,4,2,6,33,6,29
957,82,4,2,6,41,6,143
958,70,4,2,9,16,7,10698
959,83,4,6,1,20,8,85
960,45,4,4,9,16,8,417
961,84,1,13,0,16,4,1657
962,76,1,4,9,16,6,46395
963,81,0,6,9,16,7,172
964,75,1,0,10,7,7,4310
965,83,1,4,8,16,6,24119
966,81,1,21,8,16,7,14769
967,55,0,1,8,16,8,432
968,82,1,22,6,16,6,8
969,82,1,7,9,16,6,20969
970,52,1,6,10,22,6,1450
971,84,1,6,9,16,7,720
972,76,1,7,8,13,5,631
973,85,7,2,9,16,7,411
974,86,3,24,8,16,6,1410
975,67,3,13,9,16,4,1378
976,87,1,0,3,7,4,1019
977,78,0,2,9,16,7,365
978,80,0,5,8,16,7,1179
979,79,1,1,10,16,5,138
981,47,1,13,8,16,5,745
982,85,3,3,8,16,7,2289
983,72,3,7,9,16,6,389
984,83,1,6,1,20,7,176
985,71,1,6,10,55,8,1039
986,79,1,4,3,7,6,1524
987,87,1,6,9,16,7,1109
988,42,1,7,8,16,7,8143
989,83,3,7,9,16,5,430
990,84,1,6,8,16,6,4747
991,68,1,7,8,16,5,7626
992,82,1,4,0,16,3,11853
993,84,7,8,9,16,7,26
994,86,1,0,4,26,5,1776
995,81,1,7,8,16,7,9482
996,81,1,3,2,22,6,697
997,84,7,14,9,16,8,73
998,83,7,21,9,16,7,483
999,79,1,4,8,16,3,35190
1000,75,1,0,3,7,6,3874
1001,84,7,2,9,16,7,200
1002,76,1,5,10,18,5,282
1003,87,7,2,9,20,6,38
1004,70,1,4,8,16,5,11943
1005,83,1,4,10,16,6,1131
1006,58,1,7,8,16,6,1310
1008,39,1,7,6,33,7,5186
1009,56,4,7,7,41,7,20775
1010,85,1,4,10,46,7,9954
1011,82,1,7,0,20,6,5143
1012,82,4,2,6,16,7,359
1013,65,1,4,10,54,7,499
1014,81,4,2,6,16,7,141
1015,82,1,7,8,16,7,3214
1016,81,1,4,9,16,5,133
1017,84,4,2,6,16,7,990
1018,85,4,2,6,33,6,4105
1019,84,3,5,9,16,7,6438
1020,86,1,6,9,3,7,5094
1021,83,1,7,3,39,7,2259
1022,86,1,6,9,16,7,105448
1023,78,3,1,0,16,5,125
1024,82,1,4,10,55,7,18482
1025,82,1,4,9,16,4,326
1026,75,1,7,10,63,7,8497
1027,86,7,14,9,16,7,131
1028,86,4,2,6,33,6,475
1029,9,1,6,2,41,7,4204
1030,41,4,2,9,16,7,3795
1031,63,1,1,1,20,7,8619
1032,84,7,14,9,16,9,13
1033,84,1,4,4,26,5,2814
1034,58,1,7,10,22,7,5862
1035,52,1,7,4,26,7,974
1036,38,1,7,4,5,8,13013
1037,83,3,24,9,16,5,328
1038,83,7,6,9,16,6,517
1039,80,1,6,8,16,7,3130
1041,80,7,9,9,16,5,7392
1042,86,7,17,9,16,6,20
1043,77,0,5,8,16,8,212
1044,76,1,14,9,41,7,26
1045,79,3,6,9,16,8,102
1047,86,1,7,4,26,4,595
1048,86,1,3,8,16,6,14750
1049,82,1,6,9,16,6,508
1050,56,1,1,10,45,7,2557
1051,83,1,4,4,26,5,838
1052,42,1,0,8,16,7,7241
1053,86,3,6,9,16,8,836
1054,82,1,7,10,63,7,3723
1055,86,1,6,9,16,7,66
1056,86,1,6,8,3,8,1211
1057,80,7,2,9,16,5,2283
1058,86,1,13,9,16,2,2723
1060,82,1,0,9,16,6,123056
1061,79,3,6,9,16,8,111
1062,82,2,7,0,16,7,6209
1063,82,4,2,9,16,8,11098
1064,85,2,0,10,39,7,139
1065,75,1,0,3,7,6,568
1066,57,1,3,6,33,6,543
1067,56,4,7,7,41,7,20775
1068,85,5,21,9,16,9,58
1069,54,1,0,6,33,5,4656
1070,74,1,7,10,54,7,17434
1071,84,3,7,9,16,6,565
1072,46,1,4,10,48,7,511
1073,85,3,6,9,16,6,124
1074,73,2,5,8,16,8,7232
1075,57,1,4,8,16,6,1559
1076,84,1,6,9,16,7,120
1077,46,1,0,5,32,8,206515
1078,49,1,1,6,33,5,4549
1079,79,1,6,9,16,6,4863
1080,73,2,2,6,33,6,240
1082,75,1,9,9,16,4,30364
1083,86,7,0,9,16,2,3910
1084,77,0,0,8,16,7,2237
1085,39,1,7,6,33,7,5186
1086,82,1,7,9,16,3,116
1087,81,1,3,9,16,7,165876
1089,73,1,7,4,26,7,6517
1090,70,1,1,8,16,6,1009
1091,81,7,6,8,16,6,114
1092,83,0,6,9,16,7,82
1093,81,1,7,5,16,7,10084
1094,80,1,4,9,16,5,6568
1095,84,1,7,9,16,4,245
1096,81,1,7,10,54,7,3467
1097,77,1,7,3,7,5,273
1098,76,0,4,9,16,6,585
1099,74,1,0,9,16,5,536
1100,77,3,0,8,16,5,1619
1101,80,2,7,9,16,7,562
1102,81,3,3,9,16,7,24023
1103,76,1,4,4,26,7,20232
1104,86,7,6,10,16,7,111
1105,80,1,4,4,26,7,50343
1106,47,1,1,8,16,7,8012
1107,80,4,2,6,33,6,42
1108,87,1,4,4,26,6,12944
1109,83,1,5,0,16,3,649
1110,41,4,7,9,41,9,75772
1111,85,7,7,9,16,4,1235
1112,49,0,4,7,16,8,92
1113,86,1,0,3,7,5,1106
1114,84,7,2,9,16,7,38
1115,74,7,2,6,33,7,310
1116,80,4,2,6,56,8,20326
1117,66,1,5,10,16,6,9751
1118,77,4,2,7,41,7,137
1119,87,7,6,9,23,7,105
1120,84,1,5,1,20,7,126388
1121,75,0,4,9,16,7,543
1122,83,3,3,9,16,6,329
1123,81,7,18,9,16,4,76
1124,84,0,6,7,16,6,35
1125,87,7,4,9,2,4,5156
1126,24,1,2,9,16,7,950
1127,78,1,2,6,33,6,2609
1128,83,1,7,10,54,7,119270
1129,49,1,4,1,20,7,9290
1130,81,1,6,9,16,6,99
1132,83,3,3,9,16,6,1354
1133,60,1,0,3,16,6,19648
1134,49,1,15,4,26,6,349
1135,85,4,2,6,33,6,258
1136,79,1,6,9,16,6,73
1138,87,7,8,9,16,7,37
1139,41,1,7,10,46,7,10722
1140,78,4,4,9,16,7,66554
1141,83,0,6,9,16,7,85
1142,80,7,6,9,16,7,228
1143,78,1,4,1,20,6,1509
1144,86,7,0,9,16,8,339
1145,67,1,7,4,26,7,957
1147,83,7,6,9,16,4,35
1148,73,1,0,3,7,6,218
1149,83,4,2,6,33,6,13
1150,40,4,0,9,16,8,1235
1151,79,1,7,10,10,6,1137
1152,73,3,3,9,16,5,188
1153,81,4,2,0,16,6,3676
1154,82,1,13,6,33,6,8820
1155,77,1,4,9,16,6,28332
1156,80,4,0,1,16,5,1204
1157,54,1,1,8,16,5,1624
1158,83,7,9,0,16,3,4461
1159,86,4,2,6,16,7,317
1160,86,0,6,7,41,7,16
1161,79,1,14,8,16,8,115
1162,22,1,1,8,16,7,12706
1163,51,1,4,8,16,6,3343
1164,76,1,4,9,16,7,1528
1165,78,4,2,0,16,8,7723
1166,46,1,13,9,16,5,4640
1167,74,1,2,6,33,7,6719
1168,81,1,9,6,33,7,2693
1169,46,1,4,10,54,7,788
1170,79,3,7,9,16,6,1205
1171,45,1,4,8,16,6,1428
1172,82,1,6,9,16,7,315
1173,71,1,4,9,16,7,205438
1174,71,1,2,6,33,5,437
1175,80,0,5,8,16,7,912
1176,53,1,9,10,20,5,1795
1177,82,7,6,8,16,8,183
1178,60,1,7,6,33,7,4099
1179,43,1,4,1,20,7,16402
1180,84,1,0,9,16,5,64586
1181,83,7,4,9,16,7,13
1182,59,4,7,8,16,7,216
1183,84,2,1,8,16,7,2710
1184,76,2,5,8,16,8,7705
1185,82,4,2,6,33,7,2168
1186,83,3,8,0,41,8,623
1187,86,1,3,8,16,7,19738
1188,87,1,22,9,16,8,975
1189,81,3,7,9,16,5,411
1190,44,1,7,4,26,8,1624
1191,64,1,0,4,26,7,3239
1192,56,1,0,6,33,7,4884
1193,81,7,13,9,16,4,6076
1194,70,7,13,8,16,3,2699
1195,86,0,6,9,16,7,24
1196,76,1,14,0,16,7,82
1197,77,2,7,8,16,7,502
1198,74,1,1,0,16,5,561
1199,85,4,2,6,33,6,640
1200,77,1,4,9,16,6,4563
1201,9,1,3,1,41,8,7567
1203,85,1,0,4,26,5,493
1204,83,3,7,9,16,7,4746
1205,83,7,4,0,16,3,176
1206,84,7,14,8,16,8,136
1207,73,4,2,6,33,7,70
1208,82,1,7,4,26,5,1933
1209,85,0,6,9,16,6,19
1210,83,1,5,3,7,6,276
1211,87,3,2,8,16,6,11
1212,82,7,21,9,16,7,47
1213,73,1,4,9,16,6,109270
1214,84,2,6,8,16,9,4033
1215,74,4,2,6,33,7,2015
1216,85,4,4,9,41,5,40
1217,75,1,0,3,7,6,1522
1218,81,7,6,9,16,6,138
1219,85,1,4,0,16,7,6004
1220,67,1,0,8,16,5,3225
1221,83,1,7,4,26,5,1171
1222,84,1,3,5,16,6,2215
1223,85,1,8,0,16,7,539
1224,82,4,2,6,41,7,282
1225,50,1,4,9,16,6,1460
1226,61,7,6,9,41,6,36
1227,85,1,1,9,16,4,79713
1228,85,4,2,6,33,4,121
1229,85,7,7,9,16,4,651
1230,83,4,2,6,33,7,1105
1231,87,7,14,9,14,7,32
1232,57,1,7,4,26,8,1456
1233,39,1,13,8,16,7,10275
1234,85,1,6,1,20,7,15
1235,56,3,12,9,16,7,36
1236,81,1,7,0,16,5,617
1237,81,1,1,9,16,6,18806
1238,87,0,6,9,16,7,21
1239,82,3,0,9,16,4,2107
1240,80,0,1,7,41,7,35
1241,72,7,6,8,16,8,2267
1242,67,1,6,9,16,7,2493
1243,65,7,21,8,16,7,768
1244,83,4,1,9,16,7,1047
1245,84,0,5,8,16,7,759
1246,71,1,6,8,16,8,1609
1247,87,7,6,9,16,6,84
1248,83,3,4,10,16,6,1174
1251,70,1,7,1,20,7,4315
1252,83,7,6,9,16,7,21
1253,59,1,4,10,16,4,268
1254,85,1,0,10,16,6,777
1255,81,3,6,9,16,7,7
1257,76,1,5,1,20,7,4762
1258,86,1,7,10,54,6,3816
1259,47,1,7,8,13,7,16126
1261,82,3,0,8,16,5,1322
1262,83,3,7,0,16,6,546
1263,81,1,4,10,54,7,2451
1264,85,7,4,9,16,4,84
1265,80,1,6,9,16,7,378
1266,84,1,4,3,41,6,600
1267,77,1,4,9,16,6,28332
1268,86,7,14,9,16,8,26
1269,81,1,4,0,20,6,3087
1270,54,1,7,4,26,8,1573
1271,82,3,7,9,16,5,554
1272,79,1,4,10,16,6,3274
1273,85,6,0,6,16,7,54
1274,74,1,6,8,16,8,1588
1275,76,1,2,6,33,6,4786
1276,62,1,7,1,20,7,13468
1277,86,1,6,9,16,7,4471
1278,86,7,14,9,16,8,121
1279,80,7,14,0,16,7,61
1280,72,3,7,9,16,5,403
1281,80,1,5,10,16,7,20181
1282,82,1,0,3,7,4,943
1283,76,1,4,9,16,5,66523
1284,83,1,7,4,26,6,970
1285,83,7,6,9,16,6,58
1286,86,1,24,10,46,6,964
1287,74,3,0,9,16,4,847
1288,83,1,0,8,16,4,1129
1289,57,1,5,1,20,6,1956
1290,78,4,4,9,16,7,66554
1291,82,3,0,9,16,5,1654
1292,76,1,0,4,26,7,3304
1293,85,7,6,9,16,6,184
1294,83,7,17,9,16,8,21
1295,47,1,4,8,16,6,3188
1296,45,1,8,10,48,7,1275
1297,86,1,6,9,16,5,3918
1298,81,1,13,8,16,6,96944
1299,76,1,6,9,16,8,25496
1300,82,0,6,9,16,8,118
1301,80,1,13,8,16,4,1545
1302,85,1,1,9,16,4,79713
1303,78,3,0,6,33,7,324
1304,84,1,19,6,33,7,1535
1305,73,4,2,6,33,7,70
1306,65,1,5,1,20,7,9247
1307,64,1,7,5,32,7,4055
1308,39,1,7,10,55,8,175207
1309,84,1,0,4,26,6,8000
1310,75,1,9,10,54,6,28497
1311,40,1,4,8,16,6,251
1312,78,7,2,6,33,6,173
1313,84,7,13,9,16,3,15217
1314,70,7,6,9,16,5,736
1315,86,1,2,6,54,5,8323
1316,59,0,1,8,16,8,510
1317,85,1,4,9,16,6,208
1318,63,7,7,9,16,6,63
1319,76,1,6,8,16,8,261
1320,33,1,3,9,16,6,5943
1321,71,7,4,9,16,7,502
1322,84,0,5,8,16,7,700
1323,74,1,4,10,20,7,39349
1324,33,1,13,9,16,7,28423
1325,85,1,6,0,16,6,362
1326,79,1,4,10,54,6,218
1327,82,4,2,6,33,6,98
1328,85,7,5,9,16,3,537
1329,85,1,6,9,16,7,66
1331,86,7,14,9,16,5,316
1332,82,7,6,9,16,6,42
1334,80,0,5,8,16,8,131
1335,83,1,7,0,20,4,325
1336,83,0,2,7,41,7,1295
1337,85,7,14,9,16,8,160
1338,85,1,6,9,16,7,74
1339,52,1,0,6,33,6,60
1340,53,4,7,8,16,8,2895
1341,83,1,7,1,20,6,2770
1342,82,1,2,6,33,7,1138
1343,54,1,3,9,16,5,1058
1344,72,7,6,9,16,7,49
1345,80,1,1,9,16,4,749
1346,83,2,7,10,16,6,9861
1347,77,1,4,1,16,5,588
1348,84,4,2,6,33,8,18669
1349,86,4,15,9,16,5,33
1350,85,1,5,10,54,7,2340
1352,74,1,0,3,7,7,3484
1353,50,4,4,7,41,6,1412
1354,72,0,2,9,16,8,3978
1355,85,1,5,5,32,7,14741
1356,71,1,13,8,16,5,1625
1357,84,7,6,9,16,7,10
1358,81,1,14,9,16,8,70
1359,53,1,6,9,16,7,1334
1360,86,1,0,1,20,6,20272
1361,85,1,7,3,7,4,103
1362,30,1,1,9,16,6,1159
1363,81,2,2,6,33,6,258
1364,87,7,2,9,16,6,49
1365,74,1,6,8,16,7,2819
1366,83,2,6,9,16,7,169
1368,70,1,7,9,16,4,884
1369,77,1,7,10,42,4,984
1370,64,1,14,9,16,8,15
1371,82,1,6,9,16,6,494
1372,50,1,1,1,16,5,33788
1373,76,1,16,9,16,4,264
1374,70,3,4,9,16,5,441
1375,72,1,4,9,16,5,23862
1376,86,4,2,9,33,6,432
1377,75,7,2,9,16,7,308
1378,77,1,2,6,16,7,224
1379,69,1,13,10,22,5,8959
1380,79,2,12,9,16,8,370
1381,83,1,7,4,26,7,47176
1382,69,1,3,8,16,7,5912
1384,79,3,6,9,16,8,1178
1385,37,1,5,1,20,8,32459
1386,25,1,5,5,32,7,7263
1387,81,0,2,7,41,7,139
1388,77,1,13,10,16,4,8877
1389,84,4,4,9,16,6,191
1390,63,1,0,4,26,6,1486
1391,80,1,7,6,33,5,3228
1392,60,4,7,9,16,6,147
1393,83,1,5,9,16,4,3149
1394,53,1,7,10,22,5,4488
1395,50,1,7,6,33,7,6876
1396,85,1,0,6,33,7,48512
1397,62,1,6,3,16,2,1247
1398,86,1,7,1,20,5,6765
1399,40,1,7,10,23,7,607
1400,82,1,3,1,20,6,1729
1401,41,4,7,9,41,9,75772
1402,85,3,7,8,16,7,944
1403,61,1,4,8,16,8,381192
1404,86,7,24,0,16,4,1894
1405,46,1,7,10,54,8,8858
1406,82,1,7,8,16,6,14985
1407,27,1,7,9,16,6,1116
1408,69,1,4,9,16,7,153867
1409,86,6,22,8,16,7,13
1410,63,1,7,9,16,6,5486
1411,87,3,0,9,16,3,629
1412,68,1,4,0,20,7,8115
1413,76,7,0,9,16,5,412
1414,82,7,2,9,16,7,25404
1415,84,3,13,9,16,3,2986
1416,66,1,6,9,16,6,257
1417,82,1,0,9,16,3,366
1418,87,3,2,9,16,8,349
1419,39,4,4,9,16,7,7301
1420,80,7,0,9,16,3,548
1421,75,1,0,3,7,6,3472
1422,76,1,0,3,7,5,516
1423,85,7,1,9,16,4,872
1424,33,4,0,9,16,5,12
1425,84,1,4,3,7,6,1128
1426,78,7,6,9,16,8,787
1427,87,7,6,9,16,8,121
1428,82,3,6,9,16,7,8646
1429,13,1,5,9,16,7,20213
1430,84,2,1,8,16,6,5901
1431,67,7,6,9,16,8,35
1433,70,1,4,9,16,5,5016
1434,83,1,6,9,16,6,52
1435,81,7,17,9,16,4,13
1436,86,7,0,0,16,3,470
1437,85,1,5,1,16,6,44086
1438,85,1,6,9,16,8,470
1440,76,1,4,10,16,7,37149
1441,70,1,7,9,16,6,3144
1442,66,0,1,8,16,7,388
1443,84,1,4,9,16,6,59872
1444,69,1,3,8,16,7,13079
1445,75,7,6,9,16,7,421
1446,49,1,1,9,16,6,849
1447,85,3,0,9,16,6,2049
1448,76,0,5,8,16,8,193
1449,85,1,13,3,7,4,1405
1450,83,3,7,9,16,6,808
1451,54,1,5,9,16,9,1702698
1452,86,1,6,9,16,7,808
1453,82,1,4,0,16,6,1844
1454,82,1,0,9,16,4,330
1455,73,4,4,9,16,7,8535
1456,76,1,7,10,48,7,14965
1457,71,1,7,0,16,6,1383
1458,52,1,7,8,16,6,5664
1459,83,4,11,10,16,3,859
1460,78,1,0,9,16,6,13153
1461,71,1,0,9,16,6,5370
1462,73,7,6,9,16,7,183
1463,39,1,0,6,33,6,1518
1464,68,1,7,5,32,5,1477
1465,81,3,0,9,16,7,179
1466,73,7,6,8,16,8,347
1467,84,2,6,9,16,7,73
1468,79,1,2,9,16,6,108
1469,79,1,4,8,16,6,1615
1470,71,1,4,8,16,6,4596
1471,86,3,1,0,16,3,1155
1472,86,7,14,9,32,7,135
1473,79,1,0,9,16,6,112225
1474,82,7,0,9,16,3,6894
1475,85,4,2,6,16,6,282
1476,83,1,6,9,16,8,3471
1477,66,1,6,8,16,7,54
1478,85,0,6,7,41,8,11
1479,80,2,2,6,33,5,100
1480,73,0,4,9,16,8,708
1481,66,0,1,9,16,8,290
1482,28,1,5,8,16,6,484
1483,84,7,4,9,16,3,51
1484,82,4,2,6,33,6,86
1485,82,7,8,9,16,5,19
1486,73,3,5,9,16,5,562
1487,84,1,7,10,16,7,41726
1488,30,1,7,5,52,7,4797
1489,75,1,7,6,33,7,5300
1491,83,1,4,10,46,6,1080
1492,55,4,2,9,16,7,83
1493,68,2,0,5,16,7,3002
1494,84,1,7,8,16,7,392196
1495,82,3,7,0,16,4,588
1496,1,1,7,9,41,7,14949
1497,54,1,0,6,33,7,7659
1499,83,3,3,9,16,7,5264
1500,81,1,7,10,39,7,8592
1501,84,3,7,0,16,6,286
1502,71,0,6,9,16,6,81
1503,86,1,4,0,16,5,521
1504,38,1,4,4,26,7,493
1505,56,1,6,1,16,7,1846
1506,64,1,3,1,20,7,4302
1508,78,1,5,10,39,7,1656
1509,87,1,2,6,33,6,52
1510,83,7,14,9,16,8,285
1511,79,0,0,8,16,7,1965
1512,67,1,4,6,33,8,17372
1513,84,1,7,10,45,5,732
1514,83,1,2,6,33,8,692845
1515,78,1,0,0,16,4,358
1516,78,0,8,0,16,8,650
1517,77,1,5,10,16,6,5571
1518,82,1,4,10,59,6,1391
1519,72,1,4,10,16,5,1260
1520,79,1,6,8,16,8,122
1521,49,1,4,9,16,6,6545
1522,82,7,21,9,16,4,195
1523,47,1,7,9,16,6,732
1524,81,3,2,9,16,7,5846
1525,85,0,2,9,16,6,134
1526,79,1,6,9,16,6,278
1527,80,1,4,10,56,6,80
1528,55,1,13,8,16,5,5703
1529,41,4,7,9,41,9,75772
1530,63,1,1,8,16,7,61113
1531,85,3,6,9,16,6,352
1532,74,1,1,10,16,7,3181
1533,70,0,6,9,16,7,621
1534,84,1,2,6,33,6,27
1535,76,1,0,3,7,7,44490
1536,82,0,6,7,41,7,77
1538,68,1,13,5,16,6,9887
1539,84,1,3,8,16,7,35941
1540,84,7,6,10,16,8,1253
1542,81,4,2,6,33,8,8010
1543,86,7,6,9,16,4,316
1544,77,2,12,9,16,8,496
1545,85,3,7,0,16,6,578
1546,69,4,0,9,16,8,108100
1547,74,1,0,3,7,6,11417
1548,44,1,7,1,20,8,29948
1549,84,4,0,6,16,7,1394
1550,84,1,7,8,43,7,4217
1551,68,1,7,9,16,6,39361
1553,86,2,6,9,16,8,489
1554,63,1,4,9,16,6,47647
1555,78,1,4,8,16,7,23496
1556,85,7,0,0,16,6,268
1557,86,1,6,9,16,7,358
1558,84,3,6,9,16,6,11
1559,82,7,2,6,33,6,108
1560,41,1,5,9,16,5,1407
1561,68,1,13,8,16,5,5762
1562,85,1,4,10,46,6,1986
1563,82,2,4,8,16,6,279
1564,85,1,4,10,16,6,2532
1565,83,7,7,9,16,2,925
1566,81,1,7,1,20,6,4497
1567,86,7,0,9,16,3,22639
1568,67,1,7,10,48,8,67833
1569,46,1,5,9,16,7,13801
1570,85,7,2,9,16,6,3742
1571,83,1,6,0,16,8,62
1572,75,1,4,9,16,4,8600
1573,87,7,4,9,16,3,359
1574,73,1,7,2,16,6,674
1575,87,7,6,9,16,8,288
1576,66,1,4,8,16,6,2637
1577,84,1,0,6,33,5,2530
1579,49,1,0,6,33,7,1149
1580,70,1,2,6,33,8,310526
1581,70,1,4,9,16,6,16079
1582,80,1,7,10,54,7,1829
1583,75,1,9,9,16,4,4433
1584,54,1,4,5,32,7,2179
1587,84,7,4,9,16,4,76
1588,77,1,4,8,16,6,5198
1589,76,1,7,10,20,8,97756
1590,84,1,14,9,16,7,95
1591,80,1,0,3,7,7,2044
1592,77,1,4,10,45,7,3281
1593,80,2,2,6,16,7,26
1594,75,3,3,9,16,7,2987
1595,85,0,6,7,41,7,19
1596,85,3,7,9,16,7,167
1597,78,1,1,0,16,6,1211
1598,85,7,14,9,16,8,659
1599,77,1,6,8,16,7,280
1600,87,7,6,9,16,8,349
1601,77,3,7,9,16,5,249
1602,85,7,0,9,16,3,6151
1604,18,1,7,8,16,6,7607
1605,65,1,0,9,16,7,94826
1606,87,7,6,9,16,7,185
1607,70,1,0,5,18,4,4710
1608,75,1,0,3,7,7,15965
1609,84,3,2,9,39,6,336
1610,63,1,7,10,16,6,1964
1611,85,3,7,9,16,6,1159
1612,68,1,1,8,16,3,5322
1613,74,1,0,4,26,6,6462
1615,83,7,4,9,16,2,976
1616,84,2,6,9,16,8,522
1617,80,7,4,9,16,4,4452
1618,84,7,0,9,16,3,529
1619,85,1,0,10,59,7,3189
1620,84,1,6,9,41,5,133
1621,85,1,4,9,16,6,1018
1622,47,1,0,6,33,7,2639
1623,62,1,0,10,48,7,2380
1624,83,1,19,9,16,5,25
1625,59,4,4,9,16,7,391
1626,84,0,6,8,16,7,113
1627,86,3,4,9,16,6,6597
1628,82,1,7,10,35,7,2035
1629,72,0,6,9,16,8,153
1630,85,7,14,9,16,7,49
1631,75,1,0,9,16,5,464
1632,80,1,4,9,16,6,1884
1633,57,1,7,10,22,7,1880
1634,82,1,5,0,16,4,2287
1635,78,1,5,5,32,6,359
1636,80,1,4,10,35,7,4996
1637,80,0,6,9,16,7,137
1638,54,4,2,6,33,6,279
1639,81,1,0,4,26,6,3005
1640,81,1,0,3,7,6,12703
1641,84,1,4,9,16,6,1404
1642,85,7,3,9,16,4,4175
1643,73,3,7,9,16,7,1731
1644,77,4,0,9,16,6,28719
1646,73,7,21,9,16,6,17
1647,51,1,7,8,16,6,4523
1648,83,1,4,8,16,7,2802
1649,80,7,6,9,41,8,33
1650,27,1,7,8,16,7,8453
1651,82,1,4,9,16,6,15465
1652,86,1,7,10,16,4,2187
1653,45,1,1,8,16,6,12487
1654,77,7,2,9,16,7,110
1655,71,1,5,3,7,5,273
1656,87,1,6,9,16,7,264
1657,83,1,6,10,16,7,403
1659,63,7,6,9,16,8,153
1660,79,2,6,9,16,7,660
1661,84,1,13,9,16,4,617
1662,72,3,2,6,33,7,5234
1663,58,1,5,1,20,7,6699
1664,44,1,7,5,32,7,18683
1665,72,5,2,9,16,7,302
1666,86,1,6,9,16,7,37
1667,66,1,2,6,33,7,1855
1668,75,1,5,9,16,6,2099
1669,86,7,2,9,16,6,3064
1670,74,1,4,9,16,5,13677
1671,83,1,13,6,33,5,606
1672,84,1,7,0,16,6,1064
1673,83,1,7,1,20,5,368
1674,86,2,5,0,16,7,887
1675,8,1,1,9,16,6,1932
1676,55,1,0,6,33,7,4012
1677,86,1,7,0,16,5,10481
1678,86,7,7,9,16,8,10
1679,75,1,7,8,16,7,4381
1680,82,1,7,6,33,6,1761
1681,82,4,2,6,16,7,19975
1682,82,1,2,6,33,7,1545
1683,78,1,2,6,33,7,1407
1684,87,7,0,0,16,2,283
1685,69,7,21,9,16,7,14
1686,79,1,7,8,16,6,3383
1687,57,1,13,8,16,5,1624
1688,82,7,13,9,16,2,273
1689,38,1,6,1,20,8,18302
1690,83,3,13,9,16,6,607
1691,81,1,6,9,16,6,2274
1692,75,1,3,8,16,7,18094
1693,86,1,4,9,16,3,15
1695,78,0,0,8,16,7,2073
1696,83,3,6,10,16,5,79
1697,86,1,1,10,54,7,99100
1698,86,7,6,9,16,6,54
1699,78,3,7,9,16,6,935
1700,83,7,6,9,16,7,22
1701,48,1,4,9,16,7,8522
1702,80,1,6,9,16,7,159
1703,79,1,7,10,54,7,29740
1704,54,1,0,10,22,7,54739
1706,78,1,7,3,7,8,5601
1707,82,1,7,10,54,8,231939
1708,79,1,4,8,16,7,5513
1709,10,1,7,10,41,7,2030
1710,69,7,6,5,16,8,668
1711,85,7,2,9,16,7,562
1712,69,1,2,8,16,8,429
1713,84,7,2,9,16,5,8877
1714,52,1,0,10,48,7,6920
1715,85,1,4,9,16,4,11276
1717,78,1,6,9,16,7,722
1718,84,1,6,9,54,6,344
1720,70,1,0,10,16,5,55498
1721,85,1,6,9,16,8,1130
1722,79,1,6,9,16,7,228
1723,76,3,0,9,16,5,827
1724,86,7,6,9,16,8,31
1725,79,0,6,9,16,7,93
